"","genes_GO_full$Gene","genes_GO_full$`GO term accession`"
"768","Zm00001d002620","GO:0003677"
"770","Zm00001d012415","GO:0004190"
"771","Zm00001d012415","GO:0006508"
"772","Zm00001d012415","GO:0008233"
"773","Zm00001d012415","GO:0016787"
"775","Zm00001d031020","GO:0006468"
"776","Zm00001d031020","GO:0004672"
"777","Zm00001d031020","GO:0005524"
"779","Zm00001d017615","GO:0046872"
"780","Zm00001d017615","GO:0008270"
"785","Zm00001d009346","GO:0016021"
"786","Zm00001d009346","GO:0016020"
"787","Zm00001d048356","GO:0006694"
"788","Zm00001d048356","GO:0008168"
"789","Zm00001d048356","GO:0008152"
"790","Zm00001d048356","GO:0032259"
"791","Zm00001d048356","GO:0016740"
"792","Zm00001d048356","GO:0016021"
"793","Zm00001d048356","GO:0016020"
"795","Zm00001d018738","GO:0005576"
"796","Zm00001d026221","GO:0022857"
"797","Zm00001d026221","GO:0055085"
"798","Zm00001d026221","GO:0016020"
"799","Zm00001d026221","GO:0016021"
"800","Zm00001d039963","GO:0006950"
"801","Zm00001d039963","GO:0005516"
"802","Zm00001d020137","GO:0043565"
"803","Zm00001d020137","GO:0005634"
"804","Zm00001d020137","GO:0006355"
"805","Zm00001d020137","GO:0006351"
"806","Zm00001d020137","GO:0003700"
"807","Zm00001d020137","GO:0003677"
"809","Zm00001d011656","GO:0016310"
"810","Zm00001d011656","GO:0016301"
"811","Zm00001d011656","GO:0006468"
"812","Zm00001d011656","GO:0005524"
"813","Zm00001d011656","GO:0004674"
"814","Zm00001d011656","GO:0004672"
"815","Zm00001d011656","GO:0000166"
"816","Zm00001d009619","GO:0043565"
"817","Zm00001d009619","GO:0005634"
"818","Zm00001d009619","GO:0006355"
"819","Zm00001d009619","GO:0006351"
"820","Zm00001d009619","GO:0003700"
"821","Zm00001d009619","GO:0003677"
"822","Zm00001d009619","GO:0043565"
"823","Zm00001d009619","GO:0005634"
"824","Zm00001d009619","GO:0006355"
"825","Zm00001d009619","GO:0006351"
"826","Zm00001d009619","GO:0003700"
"827","Zm00001d009619","GO:0003677"
"828","Zm00001d017766","GO:0051213"
"829","Zm00001d017766","GO:0016702"
"830","Zm00001d017766","GO:0055114"
"831","Zm00001d017766","GO:0046872"
"832","Zm00001d021208","GO:0005634"
"833","Zm00001d021208","GO:0006355"
"834","Zm00001d021208","GO:0006351"
"835","Zm00001d021208","GO:0003700"
"836","Zm00001d021208","GO:0003677"
"837","Zm00001d012642","GO:0046983"
"838","Zm00001d052738","GO:0005634"
"839","Zm00001d052738","GO:0043565"
"840","Zm00001d052738","GO:0006355"
"841","Zm00001d052738","GO:0003700"
"842","Zm00001d052738","GO:0003677"
"843","Zm00001d029778","GO:0046872"
"844","Zm00001d029778","GO:0008270"
"846","Zm00001d037334","GO:0003677"
"847","Zm00001d015091","GO:0016021"
"848","Zm00001d015091","GO:0016020"
"849","Zm00001d015091","GO:0016021"
"850","Zm00001d015091","GO:0016020"
"851","Zm00001d015091","GO:0016021"
"852","Zm00001d015091","GO:0016020"
"853","Zm00001d015091","GO:0016021"
"854","Zm00001d015091","GO:0016020"
"855","Zm00001d038884","GO:0016310"
"856","Zm00001d038884","GO:0016301"
"857","Zm00001d038884","GO:0006468"
"858","Zm00001d038884","GO:0004672"
"859","Zm00001d038884","GO:0005524"
"861","Zm00001d024852","GO:0055114"
"862","Zm00001d024852","GO:0016491"
"863","Zm00001d024852","GO:0046872"
"864","Zm00001d009084","GO:0032259"
"865","Zm00001d009084","GO:0008168"
"866","Zm00001d009084","GO:0008152"
"867","Zm00001d009084","GO:0016740"
"868","Zm00001d009084","GO:0046686"
"869","Zm00001d009084","GO:0005739"
"871","Zm00001d029648","GO:0016829"
"872","Zm00001d029648","GO:0010333"
"873","Zm00001d029648","GO:0000287"
"874","Zm00001d029648","GO:0008152"
"875","Zm00001d021435","GO:0009579"
"876","Zm00001d021435","GO:0009536"
"877","Zm00001d021435","GO:0009535"
"878","Zm00001d021435","GO:0009523"
"879","Zm00001d021435","GO:0009522"
"880","Zm00001d021435","GO:0009507"
"881","Zm00001d021435","GO:0018298"
"882","Zm00001d021435","GO:0015979"
"883","Zm00001d021435","GO:0016168"
"884","Zm00001d021435","GO:0009765"
"885","Zm00001d021435","GO:0016020"
"886","Zm00001d021435","GO:0046872"
"887","Zm00001d021435","GO:0016021"
"888","Zm00001d012427","GO:0003676"
"889","Zm00001d026594","GO:0005622"
"890","Zm00001d026594","GO:0000160"
"891","Zm00001d026594","GO:0009735"
"892","Zm00001d026594","GO:0009735"
"893","Zm00001d026594","GO:0005829"
"894","Zm00001d026594","GO:0000160"
"895","Zm00001d026594","GO:0010167"
"896","Zm00001d026594","GO:0060359"
"897","Zm00001d026594","GO:0000156"
"903","Zm00001d031796","GO:0005634"
"904","Zm00001d031796","GO:0006355"
"905","Zm00001d031796","GO:0006351"
"906","Zm00001d031796","GO:0003700"
"907","Zm00001d031796","GO:0003677"
"908","Zm00001d007105","GO:0003779"
"909","Zm00001d007105","GO:0003779"
"910","Zm00001d021329","GO:0016747"
"911","Zm00001d021329","GO:0016740"
"913","Zm00001d009939","GO:0043565"
"914","Zm00001d009939","GO:0005634"
"915","Zm00001d009939","GO:0006355"
"916","Zm00001d009939","GO:0006351"
"917","Zm00001d009939","GO:0003700"
"918","Zm00001d009939","GO:0003677"
"920","Zm00001d012408","GO:0048046"
"921","Zm00001d012408","GO:0005576"
"922","Zm00001d012408","GO:0005507"
"923","Zm00001d012408","GO:0055114"
"924","Zm00001d012408","GO:0016491"
"925","Zm00001d012408","GO:0046872"
"926","Zm00001d012408","GO:0052716"
"927","Zm00001d012408","GO:0046274"
"928","Zm00001d013099","GO:0016787"
"929","Zm00001d013099","GO:0008152"
"933","Zm00001d013003","GO:0005634"
"934","Zm00001d013003","GO:0006355"
"935","Zm00001d013003","GO:0006351"
"936","Zm00001d013003","GO:0003677"
"938","Zm00001d038288","GO:0005634"
"939","Zm00001d038288","GO:0006355"
"940","Zm00001d038288","GO:0006351"
"941","Zm00001d038288","GO:0003677"
"942","Zm00001d043665","GO:0016021"
"943","Zm00001d043665","GO:0016020"
"944","Zm00001d027949","GO:0019752"
"945","Zm00001d027949","GO:0016831"
"946","Zm00001d027949","GO:0016829"
"947","Zm00001d027949","GO:0006520"
"948","Zm00001d027949","GO:0030170"
"949","Zm00001d027949","GO:0003824"
"950","Zm00001d050798","GO:0016021"
"951","Zm00001d050798","GO:0016020"
"952","Zm00001d013097","GO:0008152"
"953","Zm00001d013097","GO:0005975"
"954","Zm00001d013097","GO:0016798"
"955","Zm00001d013097","GO:0004553"
"956","Zm00001d013097","GO:0016787"
"957","Zm00001d013097","GO:0008152"
"958","Zm00001d013097","GO:0005975"
"959","Zm00001d013097","GO:0016798"
"960","Zm00001d013097","GO:0004553"
"961","Zm00001d013097","GO:0016787"
"962","Zm00001d042905","GO:0048046"
"963","Zm00001d042905","GO:0005576"
"964","Zm00001d042905","GO:0005507"
"965","Zm00001d042905","GO:0055114"
"966","Zm00001d042905","GO:0016491"
"967","Zm00001d042905","GO:0046872"
"968","Zm00001d042905","GO:0052716"
"969","Zm00001d042905","GO:0046274"
"971","Zm00001d020717","GO:0004497"
"972","Zm00001d020717","GO:0055114"
"973","Zm00001d020717","GO:0016491"
"974","Zm00001d020717","GO:0020037"
"975","Zm00001d020717","GO:0016705"
"976","Zm00001d020717","GO:0005506"
"977","Zm00001d020717","GO:0046872"
"978","Zm00001d026094","GO:0005634"
"979","Zm00001d026094","GO:0043565"
"980","Zm00001d026094","GO:0006355"
"981","Zm00001d026094","GO:0003700"
"982","Zm00001d026094","GO:0003677"
"985","Zm00001d043661","GO:0005741"
"986","Zm00001d043661","GO:0055085"
"987","Zm00001d045210","GO:0016853"
"988","Zm00001d045210","GO:0048046"
"989","Zm00001d045210","GO:0005576"
"991","Zm00001d017597","GO:0055085"
"992","Zm00001d017597","GO:0016021"
"993","Zm00001d017597","GO:0016020"
"994","Zm00001d017597","GO:0055085"
"995","Zm00001d017597","GO:0016021"
"996","Zm00001d017597","GO:0016020"
"997","Zm00001d017597","GO:0055085"
"998","Zm00001d017597","GO:0016021"
"999","Zm00001d017597","GO:0016020"
"1000","Zm00001d045888","GO:0016021"
"1001","Zm00001d045888","GO:0016020"
"1002","Zm00001d033296","GO:0006855"
"1003","Zm00001d033296","GO:0015297"
"1004","Zm00001d033296","GO:0015238"
"1005","Zm00001d033296","GO:0055085"
"1006","Zm00001d033296","GO:0016020"
"1007","Zm00001d033296","GO:0016021"
"1008","Zm00001d033296","GO:0006855"
"1009","Zm00001d033296","GO:0015297"
"1010","Zm00001d033296","GO:0015238"
"1011","Zm00001d033296","GO:0055085"
"1012","Zm00001d033296","GO:0016020"
"1013","Zm00001d033296","GO:0016021"
"1014","Zm00001d001865","GO:0005622"
"1015","Zm00001d001865","GO:0000160"
"1016","Zm00001d001865","GO:0009735"
"1017","Zm00001d001865","GO:0009735"
"1018","Zm00001d001865","GO:0009735"
"1019","Zm00001d001865","GO:0005515"
"1020","Zm00001d001865","GO:0005829"
"1021","Zm00001d001865","GO:0000160"
"1022","Zm00001d001865","GO:0010167"
"1023","Zm00001d001865","GO:0060359"
"1024","Zm00001d001865","GO:0009736"
"1025","Zm00001d001865","GO:0000156"
"1026","Zm00001d001865","GO:0006995"
"1027","Zm00001d024531","GO:0016020"
"1028","Zm00001d024531","GO:0071555"
"1029","Zm00001d024531","GO:0030244"
"1030","Zm00001d024531","GO:0016760"
"1031","Zm00001d024531","GO:0016757"
"1032","Zm00001d024531","GO:0016740"
"1033","Zm00001d024531","GO:0016021"
"1034","Zm00001d024531","GO:0016020"
"1035","Zm00001d024531","GO:0071555"
"1036","Zm00001d024531","GO:0030244"
"1037","Zm00001d024531","GO:0016760"
"1038","Zm00001d024531","GO:0016757"
"1039","Zm00001d024531","GO:0016740"
"1040","Zm00001d024531","GO:0016021"
"1041","Zm00001d024531","GO:0016020"
"1042","Zm00001d024531","GO:0071555"
"1043","Zm00001d024531","GO:0030244"
"1044","Zm00001d024531","GO:0016760"
"1045","Zm00001d024531","GO:0016757"
"1046","Zm00001d024531","GO:0016740"
"1047","Zm00001d024531","GO:0016021"
"1048","Zm00001d024531","GO:0016020"
"1049","Zm00001d024531","GO:0071555"
"1050","Zm00001d024531","GO:0030244"
"1051","Zm00001d024531","GO:0016760"
"1052","Zm00001d024531","GO:0016757"
"1053","Zm00001d024531","GO:0016740"
"1054","Zm00001d024531","GO:0016021"
"1055","Zm00001d024531","GO:0016020"
"1056","Zm00001d024531","GO:0071555"
"1057","Zm00001d024531","GO:0030244"
"1058","Zm00001d024531","GO:0016760"
"1059","Zm00001d024531","GO:0016757"
"1060","Zm00001d024531","GO:0016740"
"1061","Zm00001d024531","GO:0016021"
"1062","Zm00001d024531","GO:0016020"
"1063","Zm00001d024531","GO:0030244"
"1064","Zm00001d024531","GO:0016760"
"1065","Zm00001d024531","GO:0016021"
"1066","Zm00001d036050","GO:0005634"
"1067","Zm00001d036050","GO:0006355"
"1068","Zm00001d036050","GO:0006351"
"1069","Zm00001d036050","GO:0003677"
"1070","Zm00001d051239","GO:0005634"
"1071","Zm00001d051239","GO:0006355"
"1072","Zm00001d051239","GO:0006351"
"1073","Zm00001d051239","GO:0003700"
"1074","Zm00001d051239","GO:0003677"
"1075","Zm00001d028199","GO:0005975"
"1076","Zm00001d028199","GO:0004553"
"1077","Zm00001d028199","GO:0005975"
"1078","Zm00001d028199","GO:0004553"
"1079","Zm00001d028199","GO:0005975"
"1080","Zm00001d028199","GO:0004553"
"1081","Zm00001d028199","GO:0005975"
"1082","Zm00001d028199","GO:0004553"
"1083","Zm00001d028199","GO:0005975"
"1084","Zm00001d028199","GO:0004553"
"1085","Zm00001d028199","GO:0005975"
"1086","Zm00001d028199","GO:0004553"
"1087","Zm00001d028199","GO:0005975"
"1088","Zm00001d028199","GO:0004553"
"1089","Zm00001d032187","GO:0006099"
"1090","Zm00001d032187","GO:0019752"
"1091","Zm00001d032187","GO:0030060"
"1092","Zm00001d032187","GO:0016615"
"1093","Zm00001d032187","GO:0016616"
"1094","Zm00001d032187","GO:0006108"
"1095","Zm00001d032187","GO:0005975"
"1096","Zm00001d032187","GO:0055114"
"1097","Zm00001d032187","GO:0016491"
"1098","Zm00001d032187","GO:0003824"
"1099","Zm00001d032187","GO:0006099"
"1100","Zm00001d032187","GO:0019752"
"1101","Zm00001d032187","GO:0030060"
"1102","Zm00001d032187","GO:0016615"
"1103","Zm00001d032187","GO:0016616"
"1104","Zm00001d032187","GO:0006108"
"1105","Zm00001d032187","GO:0005975"
"1106","Zm00001d032187","GO:0055114"
"1107","Zm00001d032187","GO:0016491"
"1108","Zm00001d032187","GO:0003824"
"1109","Zm00001d032187","GO:0006099"
"1110","Zm00001d032187","GO:0019752"
"1111","Zm00001d032187","GO:0030060"
"1112","Zm00001d032187","GO:0016615"
"1113","Zm00001d032187","GO:0016616"
"1114","Zm00001d032187","GO:0006108"
"1115","Zm00001d032187","GO:0005975"
"1116","Zm00001d032187","GO:0055114"
"1117","Zm00001d032187","GO:0016491"
"1118","Zm00001d032187","GO:0003824"
"1119","Zm00001d032187","GO:0006099"
"1120","Zm00001d032187","GO:0019752"
"1121","Zm00001d032187","GO:0030060"
"1122","Zm00001d032187","GO:0016615"
"1123","Zm00001d032187","GO:0016616"
"1124","Zm00001d032187","GO:0006108"
"1125","Zm00001d032187","GO:0005975"
"1126","Zm00001d032187","GO:0055114"
"1127","Zm00001d032187","GO:0016491"
"1128","Zm00001d032187","GO:0003824"
"1129","Zm00001d032187","GO:0006099"
"1130","Zm00001d032187","GO:0019752"
"1131","Zm00001d032187","GO:0030060"
"1132","Zm00001d032187","GO:0016615"
"1133","Zm00001d032187","GO:0016616"
"1134","Zm00001d032187","GO:0006108"
"1135","Zm00001d032187","GO:0005975"
"1136","Zm00001d032187","GO:0055114"
"1137","Zm00001d032187","GO:0016491"
"1138","Zm00001d032187","GO:0003824"
"1139","Zm00001d032187","GO:0006099"
"1140","Zm00001d032187","GO:0019752"
"1141","Zm00001d032187","GO:0030060"
"1142","Zm00001d032187","GO:0016615"
"1143","Zm00001d032187","GO:0016616"
"1144","Zm00001d032187","GO:0006108"
"1145","Zm00001d032187","GO:0005975"
"1146","Zm00001d032187","GO:0055114"
"1147","Zm00001d032187","GO:0016491"
"1148","Zm00001d032187","GO:0003824"
"1149","Zm00001d032187","GO:0006099"
"1150","Zm00001d032187","GO:0019752"
"1151","Zm00001d032187","GO:0030060"
"1152","Zm00001d032187","GO:0016615"
"1153","Zm00001d032187","GO:0016616"
"1154","Zm00001d032187","GO:0006108"
"1155","Zm00001d032187","GO:0005975"
"1156","Zm00001d032187","GO:0055114"
"1157","Zm00001d032187","GO:0016491"
"1158","Zm00001d032187","GO:0003824"
"1159","Zm00001d017852","GO:0016021"
"1160","Zm00001d017852","GO:0016020"
"1161","Zm00001d035306","GO:0016021"
"1162","Zm00001d035306","GO:0016020"
"1163","Zm00001d021946","GO:0006355"
"1164","Zm00001d021946","GO:0006351"
"1166","Zm00001d009309","GO:0042546"
"1167","Zm00001d009309","GO:0010411"
"1168","Zm00001d009309","GO:0048046"
"1169","Zm00001d009309","GO:0005618"
"1170","Zm00001d009309","GO:0005576"
"1171","Zm00001d009309","GO:0006073"
"1172","Zm00001d009309","GO:0016762"
"1173","Zm00001d009309","GO:0008152"
"1174","Zm00001d009309","GO:0005975"
"1175","Zm00001d009309","GO:0016798"
"1176","Zm00001d009309","GO:0004553"
"1177","Zm00001d009309","GO:0071555"
"1178","Zm00001d009309","GO:0016740"
"1179","Zm00001d009309","GO:0016787"
"1180","Zm00001d012024","GO:0006265"
"1181","Zm00001d012024","GO:0016740"
"1182","Zm00001d012024","GO:0003690"
"1183","Zm00001d012024","GO:0016021"
"1184","Zm00001d012024","GO:0016020"
"1186","Zm00001d033132","GO:0009579"
"1187","Zm00001d033132","GO:0009536"
"1188","Zm00001d033132","GO:0009535"
"1189","Zm00001d033132","GO:0009523"
"1190","Zm00001d033132","GO:0009522"
"1191","Zm00001d033132","GO:0009507"
"1192","Zm00001d033132","GO:0018298"
"1193","Zm00001d033132","GO:0015979"
"1194","Zm00001d033132","GO:0016168"
"1195","Zm00001d033132","GO:0009765"
"1196","Zm00001d033132","GO:0016020"
"1197","Zm00001d033132","GO:0016021"
"1198","Zm00001d033132","GO:0009579"
"1199","Zm00001d033132","GO:0009536"
"1200","Zm00001d033132","GO:0009535"
"1201","Zm00001d033132","GO:0009523"
"1202","Zm00001d033132","GO:0009522"
"1203","Zm00001d033132","GO:0009507"
"1204","Zm00001d033132","GO:0018298"
"1205","Zm00001d033132","GO:0015979"
"1206","Zm00001d033132","GO:0016168"
"1207","Zm00001d033132","GO:0009765"
"1208","Zm00001d033132","GO:0016020"
"1209","Zm00001d033132","GO:0016021"
"1210","Zm00001d011393","GO:0055085"
"1211","Zm00001d011393","GO:0016021"
"1212","Zm00001d011393","GO:0016020"
"1213","Zm00001d011393","GO:0055085"
"1214","Zm00001d011393","GO:0016021"
"1215","Zm00001d011393","GO:0016020"
"1216","Zm00001d011393","GO:0055085"
"1217","Zm00001d011393","GO:0016021"
"1218","Zm00001d011393","GO:0016020"
"1219","Zm00001d011393","GO:0055085"
"1220","Zm00001d011393","GO:0016021"
"1221","Zm00001d011393","GO:0016020"
"1222","Zm00001d009589","GO:0009579"
"1223","Zm00001d009589","GO:0009536"
"1224","Zm00001d009589","GO:0009535"
"1225","Zm00001d009589","GO:0009523"
"1226","Zm00001d009589","GO:0009522"
"1227","Zm00001d009589","GO:0009507"
"1228","Zm00001d009589","GO:0018298"
"1229","Zm00001d009589","GO:0015979"
"1230","Zm00001d009589","GO:0016168"
"1231","Zm00001d009589","GO:0009765"
"1232","Zm00001d009589","GO:0016020"
"1233","Zm00001d009589","GO:0016021"
"1234","Zm00001d044954","GO:0051213"
"1235","Zm00001d044954","GO:0016491"
"1236","Zm00001d044954","GO:0055114"
"1238","Zm00001d028419","GO:0004497"
"1239","Zm00001d028419","GO:0055114"
"1240","Zm00001d028419","GO:0016491"
"1241","Zm00001d028419","GO:0020037"
"1242","Zm00001d028419","GO:0016705"
"1243","Zm00001d028419","GO:0005506"
"1244","Zm00001d028419","GO:0046872"
"1245","Zm00001d028419","GO:0016021"
"1246","Zm00001d028419","GO:0016020"
"1247","Zm00001d014965","GO:0016757"
"1248","Zm00001d014965","GO:0016740"
"1251","Zm00001d050218","GO:0016491"
"1252","Zm00001d050218","GO:0055114"
"1253","Zm00001d050218","GO:0050661"
"1254","Zm00001d050218","GO:0050660"
"1255","Zm00001d050218","GO:0010181"
"1256","Zm00001d050218","GO:0003958"
"1257","Zm00001d050218","GO:0005737"
"1258","Zm00001d050218","GO:0055114"
"1259","Zm00001d050218","GO:0016491"
"1260","Zm00001d050218","GO:0005789"
"1261","Zm00001d050218","GO:0005783"
"1262","Zm00001d050218","GO:0016020"
"1264","Zm00001d037909","GO:0010112"
"1265","Zm00001d047860","GO:0005634"
"1266","Zm00001d047860","GO:0006355"
"1267","Zm00001d047860","GO:0006351"
"1268","Zm00001d047860","GO:0003700"
"1269","Zm00001d047860","GO:0003677"
"1282","Zm00001d009568","GO:0009055"
"1283","Zm00001d009568","GO:0005623"
"1284","Zm00001d009568","GO:0055114"
"1285","Zm00001d009568","GO:0045454"
"1286","Zm00001d009568","GO:0015035"
"1287","Zm00001d009568","GO:0022900"
"1288","Zm00001d013004","GO:0005509"
"1290","Zm00001d044202","GO:0006629"
"1291","Zm00001d044202","GO:0016787"
"1293","Zm00001d025333","GO:0009094"
"1294","Zm00001d025333","GO:0009073"
"1295","Zm00001d025333","GO:0047769"
"1296","Zm00001d025333","GO:0004664"
"1297","Zm00001d025333","GO:0016829"
"1298","Zm00001d025333","GO:0009570"
"1299","Zm00001d025333","GO:0008652"
"1300","Zm00001d025333","GO:0009536"
"1301","Zm00001d025333","GO:0009507"
"1303","Zm00001d033516","GO:0016740"
"1304","Zm00001d033516","GO:0008146"
"1305","Zm00001d033516","GO:0016740"
"1306","Zm00001d033516","GO:0008146"
"1308","Zm00001d026068","GO:0006508"
"1309","Zm00001d026068","GO:0008233"
"1310","Zm00001d026068","GO:0004252"
"1311","Zm00001d026068","GO:0016787"
"1312","Zm00001d015025","GO:0008152"
"1313","Zm00001d015025","GO:0003824"
"1314","Zm00001d045361","GO:0016021"
"1315","Zm00001d045361","GO:0016020"
"1316","Zm00001d033316","GO:0007165"
"1317","Zm00001d033316","GO:0016310"
"1318","Zm00001d033316","GO:0016301"
"1319","Zm00001d033316","GO:0006468"
"1320","Zm00001d033316","GO:0005524"
"1321","Zm00001d033316","GO:0004674"
"1322","Zm00001d033316","GO:0004672"
"1323","Zm00001d033316","GO:0000166"
"1324","Zm00001d033316","GO:0016740"
"1325","Zm00001d033316","GO:0007165"
"1326","Zm00001d033316","GO:0016310"
"1327","Zm00001d033316","GO:0016301"
"1328","Zm00001d033316","GO:0006468"
"1329","Zm00001d033316","GO:0005524"
"1330","Zm00001d033316","GO:0004674"
"1331","Zm00001d033316","GO:0004672"
"1332","Zm00001d033316","GO:0000166"
"1333","Zm00001d033316","GO:0016740"
"1334","Zm00001d033316","GO:0007165"
"1335","Zm00001d033316","GO:0016310"
"1336","Zm00001d033316","GO:0016301"
"1337","Zm00001d033316","GO:0006468"
"1338","Zm00001d033316","GO:0005524"
"1339","Zm00001d033316","GO:0004674"
"1340","Zm00001d033316","GO:0004672"
"1341","Zm00001d033316","GO:0000166"
"1342","Zm00001d033316","GO:0016740"
"1343","Zm00001d033316","GO:0007165"
"1344","Zm00001d033316","GO:0016310"
"1345","Zm00001d033316","GO:0016301"
"1346","Zm00001d033316","GO:0006468"
"1347","Zm00001d033316","GO:0005524"
"1348","Zm00001d033316","GO:0004674"
"1349","Zm00001d033316","GO:0004672"
"1350","Zm00001d033316","GO:0000166"
"1351","Zm00001d033316","GO:0016740"
"1353","Zm00001d005775","GO:0005886"
"1354","Zm00001d005775","GO:0016020"
"1355","Zm00001d005775","GO:0071555"
"1356","Zm00001d005775","GO:0030244"
"1357","Zm00001d005775","GO:0016760"
"1358","Zm00001d005775","GO:0016757"
"1359","Zm00001d005775","GO:0016740"
"1360","Zm00001d005775","GO:0046872"
"1361","Zm00001d005775","GO:0016021"
